car_id,data_compra,nome_cliente,genero,renda_anual,concessionaria,empresa,modelo,motor,transmissao,cor,preco,numero_concessionaria,estilo_carro,telefone,regiao_concessionaria,faixa_renda,faixa_preco
C_CND_000293,2022-01-30,Emily,F,592000.0,Ryder Truck Rental and Leasing,Mercedes-B,C-Class,Overhead Camshaft,Manual,PALE WHITE,17000.0,06457-3834,Hatchback,6044969,MIDDLETOWN,Média,Baixo
C_CND_000294,2022-01-30,Emma,M,750000.0,Saab-Belle Dodge,Honda,Passport,Overhead Camshaft,Manual,PALE WHITE,27000.0,60504-7114,Hatchback,7272811,AURORA,Alta,Médio
C_CND_000295,2022-01-30,Cedric,M,1900000.0,Chrysler of Tri-Cities,Honda,Odyssey,Overhead Camshaft,Manual,PALE WHITE,54000.0,99301-3882,Passenger,6894798,PASCO,Premium,Alto
C_CND_000296,2022-01-30,Hugo,F,1410000.0,Chrysler Plymouth,Mercury,Cougar,Double Overhead Camshaft,Auto,BLACK,33000.0,53546-9427,Hatchback,6730472,JANESVILLE,Premium,Médio
C_CND_000297,2022-01-30,Rafael,M,1125000.0,New Castle Ford Lincoln Mercury,Honda,Passport,Overhead Camshaft,Manual,PALE WHITE,27500.0,60504-7114,Hardtop,6779688,AURORA,Alta,Médio
C_CND_000298,2022-01-30,Anson,F,580000.0,McKinney Dodge Chrysler Jeep,Toyota,Celica,Overhead Camshaft,Manual,PALE WHITE,14000.0,85257-3102,SUV,8547639,AUSTIN,Média,Baixo
C_CND_000299,2022-01-30,Anthony,M,710000.0,Motor Vehicle Branch Office,Chevrolet,Camaro,Double Overhead Camshaft,Auto,BLACK,41000.0,78758-7841,Sedan,7348351,MIDDLETOWN,Média,Alto
C_CND_000300,2022-01-30,Arjun,F,335000.0,Nebo Chevrolet,Ford,Taurus,Overhead Camshaft,Manual,PALE WHITE,22000.0,06457-3834,SUV,7915626,AURORA,Baixa,Médio
C_CND_000301,2022-01-31,Kailyn,F,13500.0,Saab-Belle Dodge,Ford,Focus,Overhead Camshaft,Manual,PALE WHITE,24000.0,60504-7114,SUV,8740005,AURORA,Baixa,Médio
C_CND_000302,2022-01-31,Kaitlyn,M,1012500.0,Scrivener Performance Engineering,Porsche,Boxter,Overhead Camshaft,Manual,PALE WHITE,24250.0,38701-8047,SUV,7058375,GREENVILLE,Alta,Médio
C_CND_000303,2022-01-31,Kamila,F,970000.0,Star Enterprises Inc,Oldsmobile,Intrigue,Overhead Camshaft,Manual,PALE WHITE,37000.0,99301-3882,SUV,7599809,PASCO,Alta,Médio
C_CND_000304,2022-01-31,Lucas,F,1495000.0,Iceberg Rentals,Lexus,LX470,Overhead Camshaft,Manual,PALE WHITE,54500.0,53546-9427,SUV,6737724,JANESVILLE,Premium,Alto
C_CND_000305,2022-01-31,Luka,M,13500.0,McKinney Dodge Chrysler Jeep,Chrysler,Sebring Coupe,Double Overhead Camshaft,Auto,PALE WHITE,46000.0,85257-3102,Sedan,8987884,SCOTTSDALE,Baixa,Alto
C_CND_000306,2022-01-31,Lukas,M,13500.0,Motor Vehicle Branch Office,Dodge,Stratus,Overhead Camshaft,Manual,PALE WHITE,37000.0,78758-7841,Hatchback,7580732,AUSTIN,Baixa,Médio
C_CND_000307,2022-01-31,Eva,F,922000.0,Scrivener Performance Engineering,Dodge,Viper,Overhead Camshaft,Manual,BLACK,26000.0,38701-8047,SUV,6994009,GREENVILLE,Alta,Médio
C_CND_000308,2022-01-31,Faith,F,1130000.0,Star Enterprises Inc,Nissan,Pathfinder,Double Overhead Camshaft,Auto,PALE WHITE,21000.0,99301-3882,Hatchback,6214183,PASCO,Alta,Médio
C_CND_000309,2022-01-31,Fanta,F,13500.0,Suburban Ford,Toyota,Corolla,Double Overhead Camshaft,Auto,PALE WHITE,41000.0,53546-9427,Passenger,6374482,JANESVILLE,Baixa,Alto
C_CND_000310,2022-01-31,Matheo,M,1090000.0,Clay Johnson Auto Sales,Nissan,Quest,Overhead Camshaft,Manual,BLACK,12000.0,78758-7841,SUV,6569596,AUSTIN,Alta,Baixo
C_CND_000311,2022-01-31,Clemence,M,630100.0,Diehl Motor CO Inc,Dodge,Stratus,Overhead Camshaft,Manual,PALE WHITE,25100.0,06457-3834,Hatchback,8123167,MIDDLETOWN,Média,Médio
C_CND_000312,2022-01-31,Calista,M,1350000.0,Enterprise Rent A Car,Toyota,Camry,Overhead Camshaft,Manual,BLACK,34000.0,60504-7114,Hatchback,8382877,AURORA,Premium,Médio
C_CND_000313,2022-01-31,Armaan,M,1330000.0,New Castle Ford Lincoln Mercury,Oldsmobile,Aurora,Overhead Camshaft,Manual,PALE WHITE,34000.0,60504-7114,Passenger,7360406,GREENVILLE,Premium,Médio
C_CND_000314,2022-01-31,Noa,F,591000.0,Rabun Used Car Sales,Mitsubishi,Montero Sport,Double Overhead Camshaft,Auto,PALE WHITE,39000.0,85257-3102,Hardtop,7081916,AURORA,Média,Médio
C_CND_000315,2022-01-31,Austin,M,13500.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Cougar,Double Overhead Camshaft,Auto,BLACK,33000.0,99301-3882,Hatchback,8843585,JANESVILLE,Baixa,Médio
C_CND_000316,2022-02-03,Karen,M,1030000.0,Suburban Ford,Lincoln,Navigator,Overhead Camshaft,Manual,PALE WHITE,33000.0,53546-9427,Sedan,6038590,JANESVILLE,Alta,Médio
C_CND_000317,2022-02-03,Karla,F,13500.0,Tri-State Mack Inc,Acura,RL,Overhead Camshaft,Manual,BLACK,18000.0,85257-3102,SUV,7539875,SCOTTSDALE,Baixa,Baixo
C_CND_000318,2022-02-03,Kate,F,927000.0,U-Haul CO,Honda,Accord,Double Overhead Camshaft,Auto,PALE WHITE,21000.0,78758-7841,Sedan,6862992,AUSTIN,Alta,Médio
C_CND_000319,2022-02-03,Katelyn,M,840000.0,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Montero Sport,Double Overhead Camshaft,Auto,PALE WHITE,39000.0,06457-3834,SUV,6503890,MIDDLETOWN,Alta,Médio
C_CND_000320,2022-02-03,Katelynn,M,730000.0,C & M Motors Inc,Mercedes-B,M-Class,Overhead Camshaft,Manual,PALE WHITE,25000.0,60504-7114,SUV,7275191,AURORA,Média,Médio
C_CND_000321,2022-02-03,Katherine,M,770000.0,Capitol KIA,Nissan,Pathfinder,Double Overhead Camshaft,Auto,PALE WHITE,46000.0,38701-8047,SUV,8835994,GREENVILLE,Alta,Alto
C_CND_000322,2022-02-03,Luke,F,1125000.0,Nebo Chevrolet,Chevrolet,Metro,Overhead Camshaft,Manual,PALE WHITE,13500.0,06457-3834,Passenger,6838769,MIDDLETOWN,Alta,Baixo
C_CND_000323,2022-02-03,Maksim,F,995000.0,New Castle Ford Lincoln Mercury,Dodge,Dakota,Double Overhead Camshaft,Auto,PALE WHITE,21000.0,60504-7114,Sedan,6181924,AURORA,Alta,Médio
C_CND_000324,2022-02-03,Marc,M,13500.0,Pars Auto Sales,Hyundai,Sonata,Overhead Camshaft,Manual,PALE WHITE,13000.0,38701-8047,SUV,7890074,GREENVILLE,Baixa,Baixo
C_CND_000325,2022-02-03,Marco,F,13500.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Ford,Taurus,Overhead Camshaft,Manual,BLACK,43000.0,99301-3882,SUV,7480624,PASCO,Baixa,Alto
C_CND_000326,2022-02-03,Marcus,M,1100000.0,Progressive Shippers Cooperative Association No,Toyota,RAV4,Overhead Camshaft,Manual,PALE WHITE,22000.0,53546-9427,Hatchback,7410063,JANESVILLE,Alta,Médio
C_CND_000327,2022-02-03,Mark,M,13500.0,Rabun Used Car Sales,Porsche,Boxter,Double Overhead Camshaft,Auto,BLACK,26000.0,85257-3102,SUV,8148532,SCOTTSDALE,Baixa,Médio
C_CND_000328,2022-02-03,Fatima,F,13500.0,Tri-State Mack Inc,Honda,CR-V,Double Overhead Camshaft,Auto,PALE WHITE,12000.0,85257-3102,SUV,7592271,SCOTTSDALE,Baixa,Baixo
C_CND_000329,2022-02-03,Fatou,M,910000.0,U-Haul CO,Toyota,Corolla,Overhead Camshaft,Manual,PALE WHITE,22000.0,78758-7841,Passenger,8047606,AUSTIN,Alta,Médio
C_CND_000330,2022-02-03,Fatoumata,M,1859000.0,Progressive Shippers Cooperative Association No,Nissan,Pathfinder,Double Overhead Camshaft,Auto,PALE WHITE,21900.0,53546-9427,Hatchback,8924275,JANESVILLE,Premium,Médio
C_CND_000331,2022-02-03,Gabriella,M,13500.0,Rabun Used Car Sales,Volkswagen,Beetle,Double Overhead Camshaft,Auto,PALE WHITE,45000.0,85257-3102,Hatchback,6697665,AUSTIN,Baixa,Alto
C_CND_000332,2022-02-03,Gabrielle,M,1200000.0,Race Car Help,Plymouth,Prowler,Overhead Camshaft,Manual,PALE WHITE,71000.0,78758-7841,Hatchback,8372194,AUSTIN,Premium,Premium
C_CND_000333,2022-02-03,Genesis,M,13500.0,Ryder Truck Rental and Leasing,Saturn,LW,Overhead Camshaft,Manual,PALE WHITE,13000.0,06457-3834,Hatchback,7561365,MIDDLETOWN,Baixa,Baixo
C_CND_000334,2022-02-03,Camille,M,1660000.0,Gartner Buick Hyundai Saab,Mercury,Villager,Overhead Camshaft,Manual,PALE WHITE,14000.0,38701-8047,Passenger,6395931,GREENVILLE,Premium,Baixo
C_CND_000335,2022-02-03,Lou,M,13500.0,Hatfield Volkswagen,Chevrolet,Metro,Overhead Camshaft,Manual,PALE WHITE,13000.0,99301-3882,Passenger,8716925,PASCO,Baixa,Baixo
C_CND_000336,2022-02-03,Sarah,F,13500.0,Iceberg Rentals,Saab,5-Sep,Overhead Camshaft,Manual,PALE WHITE,28000.0,53546-9427,Hatchback,8962316,JANESVILLE,Baixa,Médio
C_CND_000337,2022-02-03,Arthur,M,905000.0,McKinney Dodge Chrysler Jeep,Mercedes-B,SLK230,Overhead Camshaft,Manual,PALE WHITE,14000.0,85257-3102,Hatchback,6034632,SCOTTSDALE,Alta,Baixo
C_CND_000338,2022-02-03,Jeanne,M,13500.0,Motor Vehicle Branch Office,Nissan,Xterra,Overhead Camshaft,Manual,PALE WHITE,31000.0,78758-7841,Passenger,7457602,AUSTIN,Baixa,Médio
C_CND_000339,2022-02-03,Marion,M,1152000.0,Nebo Chevrolet,Ford,Crown Victoria,Double Overhead Camshaft,Auto,PALE WHITE,29200.0,06457-3834,Passenger,8920349,MIDDLETOWN,Alta,Médio
C_CND_000340,2022-02-03,Ayaan,M,550000.0,Progressive Shippers Cooperative Association No,Chevrolet,Lumina,Overhead Camshaft,Manual,BLACK,42000.0,53546-9427,Passenger,7148486,SCOTTSDALE,Média,Alto
C_CND_000341,2022-02-03,Helia,F,13500.0,Saab-Belle Dodge,Ford,Ranger,Overhead Camshaft,Manual,BLACK,18000.0,60504-7114,Hardtop,6796602,JANESVILLE,Baixa,Baixo
C_CND_000342,2022-02-03,Benjamin,M,936000.0,Race Car Help,Audi,A6,Overhead Camshaft,Manual,PALE WHITE,13000.0,78758-7841,SUV,7691935,MIDDLETOWN,Alta,Baixo
C_CND_000343,2022-02-03,Benson,F,580000.0,Ryder Truck Rental and Leasing,Cadillac,Eldorado,Overhead Camshaft,Manual,BLACK,85000.0,06457-3834,Passenger,6417156,AURORA,Média,Premium
C_CND_000344,2022-02-03,Brandon,M,1900000.0,Saab-Belle Dodge,Pontiac,Sunfire,Overhead Camshaft,Manual,PALE WHITE,43000.0,60504-7114,Sedan,7976159,GREENVILLE,Premium,Alto
C_CND_000345,2022-02-03,Brian,M,1605000.0,Scrivener Performance Engineering,Buick,Regal,Overhead Camshaft,Manual,PALE WHITE,43500.0,38701-8047,Passenger,7161187,PASCO,Premium,Alto
C_CND_000346,2022-02-06,Katie,M,13500.0,Chrysler of Tri-Cities,Toyota,Tacoma,Overhead Camshaft,Manual,BLACK,36000.0,99301-3882,SUV,8982126,PASCO,Baixa,Médio
C_CND_000347,2022-02-06,Kayla,M,603000.0,Chrysler Plymouth,Infiniti,I30,Overhead Camshaft,Manual,PALE WHITE,16000.0,53546-9427,SUV,8879181,JANESVILLE,Média,Baixo
C_CND_000348,2022-02-06,Kaylee,M,700000.0,Classic Chevy,Ford,Windstar,Double Overhead Camshaft,Auto,PALE WHITE,31000.0,85257-3102,Sedan,8138829,SCOTTSDALE,Média,Médio
C_CND_000349,2022-02-06,Kayleen,M,600000.0,Clay Johnson Auto Sales,Dodge,Avenger,Double Overhead Camshaft,Auto,BLACK,16000.0,78758-7841,Passenger,6872309,AUSTIN,Média,Baixo
C_CND_000350,2022-02-06,Kayleigh,M,500000.0,Diehl Motor CO Inc,Saturn,LS,Overhead Camshaft,Manual,PALE WHITE,14000.0,06457-3834,Sedan,7514641,MIDDLETOWN,Média,Baixo
C_CND_000351,2022-02-06,Kaylie,F,420000.0,Enterprise Rent A Car,Dodge,Durango,Double Overhead Camshaft,Auto,BLACK,24000.0,60504-7114,SUV,7088700,AURORA,Média,Médio
C_CND_000352,2022-02-06,Kaylin,F,500000.0,Gartner Buick Hyundai Saab,Dodge,Ram Pickup,Double Overhead Camshaft,Auto,PALE WHITE,39000.0,38701-8047,SUV,8458735,GREENVILLE,Média,Médio
C_CND_000353,2022-02-06,Keily,F,1035000.0,Hatfield Volkswagen,Acura,TL,Overhead Camshaft,Manual,PALE WHITE,14500.0,99301-3882,Hatchback,6244359,PASCO,Alta,Baixo
C_CND_000354,2022-02-06,Kelly,F,960000.0,Iceberg Rentals,Volvo,S70,Double Overhead Camshaft,Auto,PALE WHITE,20000.0,53546-9427,SUV,8804792,JANESVILLE,Alta,Baixo
C_CND_000355,2022-02-06,Alexandra,M,2345000.0,Tri-State Mack Inc,Nissan,Pathfinder,Overhead Camshaft,Manual,PALE WHITE,16500.0,85257-3102,Hardtop,8182025,SCOTTSDALE,Premium,Baixo
C_CND_000356,2022-02-06,Mason,M,512000.0,Ryder Truck Rental and Leasing,Volkswagen,Passat,Double Overhead Camshaft,Auto,PALE WHITE,31000.0,06457-3834,Hatchback,8041492,MIDDLETOWN,Média,Médio
C_CND_000357,2022-02-06,Mateo,M,820000.0,Saab-Belle Dodge,BMW,528i,Overhead Camshaft,Manual,BLACK,21000.0,60504-7114,SUV,6241610,AURORA,Alta,Médio
C_CND_000358,2022-02-06,Matteo,M,1050000.0,Scrivener Performance Engineering,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,PALE WHITE,21000.0,38701-8047,Hatchback,6552853,GREENVILLE,Alta,Médio
C_CND_000359,2022-02-06,Matthew,M,1326000.0,Star Enterprises Inc,Toyota,RAV4,Overhead Camshaft,Manual,BLACK,85600.0,99301-3882,Hatchback,8706152,PASCO,Premium,Premium
C_CND_000360,2022-02-06,Lily,F,1800000.0,Progressive Shippers Cooperative Association No,Dodge,Caravan,Double Overhead Camshaft,Auto,BLACK,23000.0,53546-9427,Hardtop,7860814,AURORA,Premium,Médio
C_CND_000361,2022-02-06,Maxim,M,730000.0,Tri-State Mack Inc,BMW,323i,Overhead Camshaft,Manual,PALE WHITE,21000.0,85257-3102,Hatchback,7746769,SCOTTSDALE,Média,Médio
C_CND_000362,2022-02-06,Maximilian,M,880000.0,U-Haul CO,Mitsubishi,3000GT,Overhead Camshaft,Manual,PALE WHITE,24000.0,78758-7841,Sedan,7801790,AUSTIN,Alta,Médio
C_CND_000363,2022-02-06,Maximus,M,925000.0,Progressive Shippers Cooperative Association No,Dodge,Ram Wagon,Double Overhead Camshaft,Auto,BLACK,22000.0,53546-9427,Passenger,8319148,JANESVILLE,Alta,Médio
C_CND_000364,2022-02-06,Gianna,M,480000.0,Saab-Belle Dodge,Volkswagen,GTI,Overhead Camshaft,Manual,BLACK,25000.0,60504-7114,SUV,8127221,AURORA,Média,Médio
C_CND_000365,2022-02-06,Grace,F,1835000.0,Scrivener Performance Engineering,Plymouth,Neon,Overhead Camshaft,Manual,PALE WHITE,22500.0,38701-8047,SUV,6218737,GREENVILLE,Premium,Médio
C_CND_000366,2022-02-06,Hailey,M,13500.0,Star Enterprises Inc,Jeep,Wrangler,Double Overhead Camshaft,Auto,PALE WHITE,19000.0,99301-3882,Hatchback,7581505,PASCO,Baixa,Baixo
C_CND_000367,2022-02-06,Hannah,F,13500.0,Suburban Ford,Plymouth,Neon,Double Overhead Camshaft,Auto,PALE WHITE,27000.0,53546-9427,SUV,6592847,JANESVILLE,Baixa,Médio
C_CND_000368,2022-02-06,Harmony,M,13500.0,Tri-State Mack Inc,Lexus,LS400,Double Overhead Camshaft,Auto,PALE WHITE,18000.0,85257-3102,Sedan,6828784,SCOTTSDALE,Baixa,Baixo
C_CND_000369,2022-02-06,Hawa,F,13500.0,U-Haul CO,Plymouth,Voyager,Overhead Camshaft,Manual,BLACK,75000.0,78758-7841,Passenger,7539512,AUSTIN,Baixa,Premium
C_CND_000370,2022-02-06,Heaven,M,1635000.0,Buddy Storbeck's Diesel Service Inc,Plymouth,Prowler,Overhead Camshaft,Manual,PALE WHITE,71500.0,06457-3834,Hatchback,8952847,MIDDLETOWN,Premium,Premium
C_CND_000371,2022-02-06,Hope,M,1705000.0,C & M Motors Inc,Saturn,SC,Overhead Camshaft,Manual,PALE WHITE,61500.0,60504-7114,Hatchback,7453504,AURORA,Premium,Premium
C_CND_000372,2022-02-06,Imani,M,1005000.0,Capitol KIA,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,PALE WHITE,21500.0,38701-8047,Hatchback,7560129,GREENVILLE,Alta,Médio
C_CND_000373,2022-02-06,Gabrielle,M,920000.0,New Castle Ford Lincoln Mercury,Lexus,LS400,Overhead Camshaft,Manual,PALE WHITE,25000.0,60504-7114,Sedan,8091325,AURORA,Alta,Médio
C_CND_000374,2022-02-06,Marc,F,840000.0,Pars Auto Sales,Mercedes-B,CL500,Overhead Camshaft,Manual,PALE WHITE,29000.0,38701-8047,SUV,8263309,GREENVILLE,Alta,Médio
C_CND_000375,2022-02-06,Baptiste,M,728000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Lexus,GS400,Double Overhead Camshaft,Auto,BLACK,12000.0,99301-3882,Hatchback,7230075,PASCO,Média,Baixo
C_CND_000376,2022-02-06,Aidan,M,980000.0,Scrivener Performance Engineering,Dodge,Caravan,Double Overhead Camshaft,Auto,BLACK,23000.0,38701-8047,Hardtop,8420039,GREENVILLE,Alta,Médio
C_CND_000377,2022-02-06,Valentin,M,1900000.0,Rabun Used Car Sales,Mitsubishi,Diamante,Overhead Camshaft,Manual,PALE WHITE,19000.0,85257-3102,Hatchback,7056941,SCOTTSDALE,Premium,Baixo
C_CND_000378,2022-02-06,Ophelie,M,1325000.0,Race Car Help,Pontiac,Bonneville,Double Overhead Camshaft,Auto,PALE WHITE,19500.0,78758-7841,Hatchback,8643280,AUSTIN,Premium,Baixo
C_CND_000379,2022-02-06,Corentin,M,1200000.0,Ryder Truck Rental and Leasing,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,PALE WHITE,21000.0,06457-3834,Hatchback,7160885,MIDDLETOWN,Premium,Médio
C_CND_000380,2022-02-06,Alexandre,M,13500.0,Saab-Belle Dodge,Nissan,Frontier,Overhead Camshaft,Manual,PALE WHITE,20000.0,60504-7114,Hatchback,6838175,AURORA,Baixa,Baixo
C_CND_000381,2022-02-06,Alan,M,610000.0,Tri-State Mack Inc,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,PALE WHITE,29001.0,85257-3102,Hardtop,8481912,AUSTIN,Média,Médio
C_CND_000382,2022-02-06,Bryan,M,1415000.0,Star Enterprises Inc,Audi,A6,Overhead Camshaft,Manual,BLACK,25500.0,99301-3882,SUV,7958184,JANESVILLE,Premium,Médio
C_CND_000383,2022-02-06,Faustine,M,685000.0,Scrivener Performance Engineering,Dodge,Caravan,Double Overhead Camshaft,Auto,PALE WHITE,19000.0,38701-8047,Hardtop,7512196,SCOTTSDALE,Média,Baixo
C_CND_000384,2022-02-06,Calvin,F,637000.0,Tri-State Mack Inc,Acura,RL,Double Overhead Camshaft,Auto,BLACK,24000.0,85257-3102,SUV,8501584,AUSTIN,Média,Médio
C_CND_000385,2022-02-06,Valentin,F,570000.0,Tri-State Mack Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,PALE WHITE,20000.0,85257-3102,Hardtop,8843407,AURORA,Média,Baixo
C_CND_000386,2022-02-06,Charles,M,926000.0,Progressive Shippers Cooperative Association No,Buick,Regal,Double Overhead Camshaft,Auto,BLACK,19000.0,53546-9427,Passenger,8984113,AURORA,Alta,Baixo
C_CND_000387,2022-02-06,Christian,M,610000.0,Rabun Used Car Sales,Oldsmobile,Intrigue,Overhead Camshaft,Manual,PALE WHITE,37000.0,85257-3102,SUV,8570948,GREENVILLE,Média,Médio
C_CND_000388,2022-02-06,Christopher,F,700000.0,Race Car Help,Mercedes-B,SLK,Overhead Camshaft,Manual,PALE WHITE,17000.0,78758-7841,Passenger,8869724,PASCO,Média,Baixo
C_CND_000389,2022-02-06,Cody,M,1525000.0,Ryder Truck Rental and Leasing,Buick,Park Avenue,Overhead Camshaft,Manual,BLACK,29500.0,06457-3834,Hatchback,6040770,JANESVILLE,Premium,Médio
C_CND_000390,2022-02-06,Connor,M,1900000.0,Saab-Belle Dodge,Lexus,LS400,Double Overhead Camshaft,Auto,PALE WHITE,46000.0,60504-7114,Sedan,6267907,SCOTTSDALE,Premium,Alto
C_CND_000391,2022-02-07,Keyla,F,960000.0,McKinney Dodge Chrysler Jeep,Acura,Integra,Double Overhead Camshaft,Auto,BLACK,45000.0,85257-3102,Passenger,6373366,SCOTTSDALE,Alta,Alto
C_CND_000392,2022-02-07,Khloe,M,720000.0,Motor Vehicle Branch Office,Ford,Mustang,Overhead Camshaft,Manual,PALE WHITE,25000.0,78758-7841,Hatchback,6799958,AUSTIN,Média,Médio
C_CND_000393,2022-02-07,Alina,M,13500.0,Suburban Ford,Ford,Ranger,Overhead Camshaft,Manual,BLACK,25000.0,53546-9427,Hardtop,8000230,JANESVILLE,Baixa,Médio
C_CND_000394,2022-02-07,Mayer,M,715000.0,Race Car Help,Chevrolet,Cavalier,Overhead Camshaft,Manual,PALE WHITE,14000.0,78758-7841,SUV,8699809,AUSTIN,Média,Baixo
C_CND_000395,2022-02-07,Isabella,M,852000.0,Chrysler of Tri-Cities,Mercedes-B,SLK,Double Overhead Camshaft,Auto,PALE WHITE,19000.0,99301-3882,Passenger,8952066,PASCO,Alta,Baixo
C_CND_000396,2022-02-07,Isabelle,M,690000.0,Chrysler Plymouth,Chevrolet,Lumina,Overhead Camshaft,Manual,PALE WHITE,12000.0,53546-9427,Passenger,7152789,JANESVILLE,Média,Baixo
C_CND_000397,2022-02-07,Quentin,M,1030000.0,Star Enterprises Inc,Acura,RL,Overhead Camshaft,Manual,PALE WHITE,17000.0,99301-3882,SUV,7124758,PASCO,Alta,Baixo
C_CND_000398,2022-02-07,Manon,M,3200000.0,Suburban Ford,Chrysler,LHS,Double Overhead Camshaft,Auto,BLACK,26000.0,53546-9427,Hatchback,8790575,JANESVILLE,Premium,Médio
C_CND_000399,2022-02-07,Daniel,M,13500.0,Scrivener Performance Engineering,Toyota,Sienna,Overhead Camshaft,Manual,BLACK,27000.0,38701-8047,Passenger,8724403,AUSTIN,Baixa,Médio
C_CND_000400,2022-02-07,Danny,M,13500.0,Star Enterprises Inc,Jeep,Wrangler,Double Overhead Camshaft,Auto,PALE WHITE,19000.0,99301-3882,Hatchback,8601323,MIDDLETOWN,Baixa,Baixo
C_CND_000401,2022-02-08,Kiara,M,785000.0,Nebo Chevrolet,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,PALE WHITE,29000.0,06457-3834,SUV,8005217,MIDDLETOWN,Alta,Médio
C_CND_000402,2022-02-08,Kimberly,M,725000.0,New Castle Ford Lincoln Mercury,Mercedes-B,C-Class,Double Overhead Camshaft,Auto,BLACK,14000.0,60504-7114,Hatchback,6988989,AURORA,Média,Baixo
C_CND_000403,2022-02-08,Krystal,M,450000.0,Pars Auto Sales,Cadillac,Eldorado,Double Overhead Camshaft,Auto,BLACK,60000.0,38701-8047,Passenger,8155813,GREENVILLE,Média,Alto
C_CND_000404,2022-02-08,Kylee,M,515000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Porsche,Boxter,Overhead Camshaft,Manual,PALE WHITE,14000.0,99301-3882,SUV,6863920,PASCO,Média,Baixo
C_CND_000405,2022-02-08,Meilech,M,840500.0,Ryder Truck Rental and Leasing,Dodge,Avenger,Double Overhead Camshaft,Auto,PALE WHITE,22500.0,06457-3834,Passenger,6208717,MIDDLETOWN,Alta,Médio
C_CND_000406,2022-02-08,Meir,M,810000.0,Saab-Belle Dodge,Mitsubishi,Diamante,Overhead Camshaft,Manual,BLACK,22000.0,60504-7114,Hatchback,7719614,AURORA,Alta,Médio
C_CND_000407,2022-02-08,Menachem,M,1600000.0,Scrivener Performance Engineering,Volvo,C70,Overhead Camshaft,Manual,PALE WHITE,24000.0,38701-8047,Hatchback,8127385,GREENVILLE,Premium,Médio
C_CND_000408,2022-02-08,Menashe,M,1325000.0,Star Enterprises Inc,Honda,Accord,Overhead Camshaft,Manual,BLACK,43500.0,99301-3882,Sedan,6088402,PASCO,Premium,Alto
C_CND_000409,2022-02-08,Jada,M,13500.0,Classic Chevy,Toyota,Camry,Overhead Camshaft,Manual,BLACK,29000.0,85257-3102,Hatchback,8851769,SCOTTSDALE,Baixa,Médio
C_CND_000410,2022-02-08,Jade,M,13500.0,Clay Johnson Auto Sales,Pontiac,Grand Prix,Double Overhead Camshaft,Auto,PALE WHITE,42000.0,78758-7841,Passenger,8121200,AUSTIN,Baixa,Alto
C_CND_000411,2022-02-08,Janelle,M,2120000.0,Diehl Motor CO Inc,Jeep,Grand Cherokee,Overhead Camshaft,Manual,BLACK,19000.0,06457-3834,SUV,8600506,MIDDLETOWN,Premium,Baixo
C_CND_000412,2022-02-08,Jasmine,M,405000.0,Enterprise Rent A Car,Toyota,Celica,Overhead Camshaft,Manual,PALE WHITE,14000.0,60504-7114,SUV,6367069,AURORA,Média,Baixo
C_CND_000413,2022-02-08,Anna,F,1450000.0,Tri-State Mack Inc,Lincoln,Continental,Overhead Camshaft,Manual,BLACK,18000.0,85257-3102,Passenger,6000458,SCOTTSDALE,Premium,Baixo
C_CND_000414,2022-02-08,Clemet,M,550000.0,U-Haul CO,Nissan,Xterra,Double Overhead Camshaft,Auto,BLACK,9000.0,78758-7841,Passenger,6726247,AUSTIN,Média,Baixo
C_CND_000415,2022-02-08,Alex,M,380000.0,Progressive Shippers Cooperative Association No,Mercedes-B,SL-Class,Overhead Camshaft,Manual,PALE WHITE,26000.0,53546-9427,Hardtop,8426599,JANESVILLE,Baixa,Médio
C_CND_000416,2022-02-08,Jules,M,2830000.0,Rabun Used Car Sales,Ford,F-Series,Overhead Camshaft,Manual,PALE WHITE,13000.0,85257-3102,Passenger,7963438,SCOTTSDALE,Premium,Baixo
C_CND_000417,2022-02-08,Darren,M,13500.0,Suburban Ford,Porsche,Boxter,Overhead Camshaft,Manual,PALE WHITE,24000.0,53546-9427,SUV,7256054,AURORA,Baixa,Médio
C_CND_000418,2022-02-08,David,M,454000.0,Tri-State Mack Inc,Mercedes-B,SLK,Double Overhead Camshaft,Auto,PALE WHITE,46000.0,85257-3102,Passenger,8326958,GREENVILLE,Média,Alto
C_CND_000419,2022-02-08,Derek,M,562000.0,U-Haul CO,Mercury,Sable,Double Overhead Camshaft,Auto,PALE WHITE,39000.0,78758-7841,Sedan,7026144,PASCO,Média,Médio
C_CND_000420,2022-02-08,Devin,M,1000000.0,Buddy Storbeck's Diesel Service Inc,Acura,TL,Double Overhead Camshaft,Auto,PALE WHITE,24000.0,06457-3834,Hatchback,7722013,JANESVILLE,Alta,Médio
